customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15567635,586,France,Male,32,1,87721.17,1,1,0,32315.43,0
15594539,671,Germany,Male,41,6,123147.7,1,1,0,168328.48,0
15809332,626,France,Male,29,6,138984.79,3,0,0,198102.31,0
15754198,713,Spain,Male,35,10,0.0,2,1,0,123861.98,0
15645729,798,France,Female,36,1,0.0,1,1,0,83562.41,1
15694663,665,Spain,Male,34,1,135061.16,1,0,0,70162.33,0
15756688,811,Germany,Male,24,7,156197.85,1,0,1,85470.97,0
15796754,704,France,Female,28,1,96046.64,2,1,1,99378.0,0
15705464,638,France,Male,41,10,0.0,2,1,1,27791.11,0
15631296,734,France,Male,46,7,188234.89,2,1,0,32677.99,1
15612185,731,Spain,Female,32,9,127116.87,1,1,1,91379.85,0
15586836,504,Spain,Female,51,4,158856.15,2,1,1,116339.83,0
15799378,621,Spain,Male,42,10,0.0,1,0,1,64079.33,0
15809588,403,Spain,Female,25,4,0.0,2,0,1,91122.66,1
15698038,650,Germany,Male,39,8,133961.35,1,1,0,131323.7,1
15811370,829,France,Male,46,8,0.0,1,1,1,90296.45,0
15762144,819,France,Female,33,4,103404.18,2,1,1,177594.25,1
15588234,760,France,Female,38,4,0.0,1,1,0,147951.09,1
15680580,682,Spain,Male,38,0,171747.4,2,1,0,91037.36,1
15574859,637,France,Male,41,8,0.0,2,1,0,54972.82,0
15745967,504,Germany,Male,36,10,102672.89,2,1,0,75476.9,0
15776749,668,France,Male,30,3,84230.42,2,1,1,90280.75,0
15778744,640,France,Female,37,10,83741.96,2,0,1,99096.67,1
15796588,796,France,Male,55,2,0.0,1,0,1,66663.97,1
15678969,814,Spain,Male,35,7,0.0,2,1,1,157502.29,0
15610314,586,Spain,Female,27,9,80765.93,2,0,0,193910.55,0
15568712,524,France,Female,41,5,102048.55,2,0,1,20631.84,0
15772591,560,Spain,Male,50,7,0.0,2,1,1,669.97,1
15807075,645,Germany,Male,48,1,0.0,1,1,0,60005.02,0
15701955,619,France,Male,46,8,0.0,2,1,0,2227.29,1
15667439,481,France,Male,36,0,126668.46,3,1,0,22273.87,0
15618249,680,France,Male,33,9,0.0,2,0,0,187169.31,0
15702218,558,France,Female,31,0,84226.29,1,1,1,127879.98,0
15632261,678,Spain,Male,39,9,135420.43,1,0,0,169679.97,0
15767275,666,Spain,Male,32,4,127429.3,1,1,0,68688.94,0
15670668,783,Spain,Male,36,3,141644.63,1,1,0,68604.09,1
15682437,717,France,Female,68,6,141528.62,1,1,1,38942.18,1
15786523,839,France,Male,55,5,0.0,2,1,1,129969.13,1
15801523,562,Spain,Female,51,8,153910.23,1,1,0,159145.92,1
15634481,817,France,Male,47,7,116325.84,1,1,1,46507.55,0
15691513,661,Germany,Male,26,10,107990.41,1,1,1,133024.82,0
15662216,505,France,Female,40,5,173163.84,1,1,0,110095.35,0
15784096,590,France,Male,48,4,147042.06,2,1,1,16231.73,1
15674036,402,Germany,Male,39,5,87095.03,2,0,1,166255.05,0
15715089,630,Spain,Male,34,4,0.0,2,1,1,122341.63,0
15630549,642,Spain,Male,56,9,0.0,2,1,1,71971.59,0
15694384,666,France,Male,33,1,0.0,1,1,1,81170.33,0
15722562,735,France,Male,31,4,185611.15,2,1,1,73200.2,0
15700411,780,France,Male,52,8,101499.46,2,0,1,93307.53,0
15716325,623,France,Female,26,4,85490.75,1,1,1,8629.15,0
15740488,741,France,Female,40,10,159298.06,2,1,1,183066.5,0
15784531,846,France,Female,50,4,0.0,1,1,0,189183.52,1
15765424,612,Spain,Male,42,7,0.0,2,1,0,198607.22,1
15801089,715,Spain,Female,33,5,86923.55,1,1,1,28901.23,0
15730341,590,Spain,Male,34,0,0.0,1,1,0,154040.49,1
15755538,799,Germany,Male,44,4,0.0,1,0,0,141449.76,0
15618925,709,Germany,Male,40,8,109629.86,1,1,1,4155.54,0
15636915,648,Germany,Male,37,10,129274.04,2,1,0,181910.76,0
15748448,553,Spain,Male,48,2,0.0,4,1,1,192255.27,1
15695862,645,Germany,Male,45,1,87493.94,1,1,0,32977.18,1
15697068,609,France,Female,30,4,0.0,2,1,0,127089.33,0
15587245,560,Spain,Male,44,3,155408.87,1,0,1,140559.49,1
15606104,754,Spain,Female,35,0,96809.92,1,1,1,25683.11,0
15683117,738,Spain,Male,37,8,148211.3,1,1,1,162813.59,0
15727976,573,Germany,Male,61,8,122741.96,2,1,1,152376.16,1
15637729,755,France,Female,38,8,136943.91,2,1,1,169708.62,0
15633400,596,France,Male,39,0,135469.34,2,1,0,44382.17,0
15803875,817,Spain,Male,31,2,171002.52,1,1,1,186854.74,0
15729987,779,France,Male,31,4,0.0,1,1,1,89879.41,0
15715882,548,France,Male,24,3,116748.6,1,0,1,33052.38,0
15619268,850,France,Female,51,0,144794.91,1,0,1,122172.72,1
15628185,630,France,Male,32,3,0.0,2,1,1,49865.8,0
15649855,679,France,Female,30,4,0.0,2,0,1,166007.07,0
15617915,677,Spain,Male,33,3,0.0,1,1,0,61682.39,0
15758749,576,Germany,Female,40,9,125539.26,2,0,0,33609.44,0
15814904,651,France,Female,35,10,128633.57,1,1,1,68144.04,1
15789269,556,France,Male,39,6,0.0,1,1,0,198795.55,1
15694432,850,France,Male,46,3,113874.53,1,1,0,4276.09,0
15800158,561,Germany,Female,30,3,122207.96,2,0,1,121902.24,0
15585418,607,France,Male,32,8,0.0,2,0,0,85784.1,0
15654973,655,Germany,Male,33,5,160226.08,1,0,0,90438.74,0
15811744,453,Germany,Female,40,8,164358.73,2,1,0,186133.4,0
15778694,606,Germany,Male,34,4,102774.98,1,1,0,104756.65,1
15633714,572,Germany,Female,35,4,106193.86,1,0,1,53340.69,0
15746880,628,France,Female,26,10,101484.01,1,1,1,64739.04,0
15629186,623,France,Male,31,7,107583.35,1,1,0,14538.3,0
15725669,680,France,Male,34,10,205570.78,1,0,1,155990.1,0
15656486,552,Germany,Male,50,6,189487.06,1,0,1,63787.77,0
15631670,588,Germany,Male,25,6,0.0,1,1,1,173269.83,0
15632695,659,France,Female,34,2,0.0,1,1,1,137693.43,0
15625354,572,Spain,Male,27,8,125449.53,1,1,1,173933.83,0
15585480,684,Spain,Female,31,3,76827.55,1,0,0,156339.03,0
15614070,674,France,Female,35,7,95023.37,1,1,0,67187.85,0
15748132,827,France,Male,32,3,143308.17,1,0,0,15505.97,0
15759435,701,Spain,Male,31,1,0.0,1,1,0,80728.04,0
15770835,628,France,Female,50,3,0.0,2,1,1,87747.95,0
15580258,624,France,Male,49,4,140905.12,1,1,1,27889.3,0
15690091,766,France,Male,34,7,76610.51,2,0,1,155615.46,0
15638829,751,Spain,Female,63,5,105245.81,2,1,1,152982.7,0
15688146,735,Germany,Male,35,8,136807.79,2,1,1,96500.05,1
15745643,656,France,Male,33,2,0.0,2,0,0,159761.48,0
15786360,658,Spain,Male,35,1,115075.66,1,0,0,118597.09,1
15616010,733,Germany,Female,33,6,0.0,1,1,1,99280.3,0
15678390,745,France,Male,60,3,0.0,1,0,1,45944.71,1
15783044,713,France,Male,48,6,117951.08,2,1,1,76249.97,0
15815456,564,France,Female,35,9,96582.9,1,0,1,121705.92,1
15773508,763,Germany,Male,43,10,0.0,2,0,1,191320.93,0
15795815,773,Spain,Male,24,10,92556.85,1,0,1,106679.08,0
15692798,661,Germany,Female,38,10,118044.33,2,1,1,65531.43,1
15628708,840,France,Male,31,6,137434.68,2,0,0,74231.32,0
15711843,624,France,Female,43,7,151823.59,2,0,0,43352.34,1
15696688,679,Spain,Male,33,9,144212.87,1,1,0,22820.07,1
15728217,591,France,Male,40,7,67625.38,2,1,0,189471.19,0
15787640,537,Spain,Female,50,0,135079.28,3,0,0,8136.42,1
15667147,604,France,Male,50,9,0.0,2,0,1,183710.34,0
15675189,567,France,Male,28,7,168303.08,1,0,1,100209.66,0
15621274,669,France,Male,23,8,120751.19,1,1,0,43578.01,0
15797795,850,Germany,Male,55,6,90973.4,2,1,0,100562.35,1
15763351,746,France,Female,29,9,137736.9,1,0,1,115064.06,0
15690038,632,Spain,Female,40,10,110987.32,2,1,0,83086.14,0
15717164,469,Germany,Male,40,2,98654.17,2,1,0,102523.88,1
15638589,810,France,Female,28,7,148398.41,2,0,1,57789.14,0
15578257,777,Spain,Male,35,2,0.0,1,1,0,169680.46,0
15750441,434,France,Female,36,8,85149.06,1,1,1,185162.68,0
15782046,714,France,Female,42,2,0.0,1,1,0,68042.94,0
15740202,463,Spain,Female,29,7,49115.73,2,1,0,52385.24,0
15733968,508,Spain,Male,41,10,117353.53,2,1,0,138483.85,1
15723211,533,Germany,Male,43,9,0.0,2,0,0,118267.33,0
15788693,799,Germany,Male,27,5,0.0,2,1,1,163318.07,0
15759865,375,Germany,Female,35,7,117016.34,1,0,1,104661.04,0
15799982,586,France,Male,31,4,59403.46,1,0,1,38709.35,0
15625882,582,Spain,Male,39,8,144753.03,2,1,1,168731.75,0
15752529,744,France,Female,38,8,127565.75,1,1,1,159845.13,0
15588948,603,Germany,Male,29,8,88916.21,2,0,1,4863.92,0
15608855,587,Spain,Female,32,1,113710.82,1,0,1,101156.73,0
15650672,812,France,Female,42,3,120988.68,2,1,1,22789.91,0
15807447,613,France,Female,45,9,0.0,2,1,0,136272.21,1
15598624,651,France,Male,25,8,123387.97,1,1,0,164118.86,0
15810954,565,France,Male,40,8,113006.98,2,1,0,48380.28,0
15798614,786,Germany,Male,57,5,0.0,2,0,0,62921.38,1
15730543,757,France,Male,27,10,0.0,1,0,0,182760.72,0
15738147,736,France,Male,34,7,80372.93,1,0,0,96416.44,1
15577406,762,France,Female,32,6,0.0,1,1,0,27893.08,0
15701729,664,France,Male,43,10,147966.77,2,1,1,83583.34,0
15784604,727,France,Male,41,4,156832.17,3,1,0,57051.57,0
15724085,850,Spain,Female,31,4,136240.35,1,1,0,26954.86,0
15613588,597,France,Male,40,6,123428.49,1,0,0,62550.03,0
15788898,612,France,Male,38,1,102265.63,2,1,0,19104.48,0
15596311,616,Germany,Male,28,0,145654.02,1,0,1,111320.42,0
15746520,733,Germany,Male,33,0,107030.35,2,1,1,142649.0,0
15581706,644,Spain,Female,35,10,116134.77,2,1,1,65539.14,0
15608595,531,France,Male,33,9,138544.2,2,1,1,183308.02,0
15701330,757,France,Male,39,6,98436.54,1,1,1,77469.44,0
15610019,662,Spain,Male,36,5,153467.01,2,1,0,132174.27,1
15639078,636,France,Male,59,4,147384.51,1,1,1,23878.42,1
15585143,554,France,Female,31,10,128396.75,1,1,0,166045.43,0
15800955,762,Germany,Male,55,3,0.0,2,0,0,184432.43,1
15593635,731,France,Male,28,8,59480.72,1,1,1,20667.31,0
15761803,638,Germany,Male,34,10,72739.24,1,1,0,53700.4,1
15789566,466,France,Male,28,7,82521.59,1,1,1,129968.94,0
15765622,717,Germany,Male,27,0,0.0,2,1,1,195170.65,0
15577253,719,France,Female,39,3,88650.0,1,0,1,177486.11,0
15578404,726,Spain,Female,32,8,100344.61,2,1,0,74844.59,0
15773090,786,France,Female,47,2,97877.67,1,1,1,157750.83,0
15621987,715,France,Male,37,6,0.0,2,0,1,144927.64,0
15697810,633,Germany,Female,39,7,140666.54,2,1,0,151438.96,0
15591831,807,Germany,Male,31,10,0.0,1,1,0,42999.97,0
15572364,579,France,Female,38,6,0.0,2,1,1,17953.39,0
15795946,582,Spain,Female,42,10,119339.32,2,1,0,78441.37,0
15607430,722,France,Male,31,4,148302.91,1,1,0,106505.54,1
15575661,633,France,Female,47,0,124489.06,2,1,0,103402.07,1
15632597,747,France,Female,35,7,141936.47,2,1,1,20517.24,0
15744534,593,France,Male,48,2,56770.25,3,0,0,156929.3,0
15603213,749,France,Female,48,3,160258.86,2,1,0,54146.75,1
15746763,643,France,Female,51,6,128855.11,1,0,1,34544.65,0
15645206,660,Spain,Female,31,3,0.0,1,1,0,125922.33,0
15777840,659,Spain,Male,41,4,0.0,2,1,1,118771.23,0
15807882,801,France,Female,33,2,130698.53,2,1,1,149625.56,0
15585623,699,France,Female,70,5,119852.83,2,0,1,23592.15,1
15580672,726,France,Male,39,3,0.0,2,1,0,90090.9,0
15677454,534,Germany,Male,42,3,63967.46,2,0,1,4895.68,0
15729471,785,France,Female,34,10,0.0,1,0,0,78995.46,0
15708672,686,Germany,Female,28,7,0.0,2,1,1,49109.75,0
15784454,779,Spain,Female,61,2,139716.49,2,1,0,185862.74,1
15802742,688,Germany,Male,25,2,69681.54,2,1,0,186456.7,0
15771960,605,Germany,Female,40,9,154287.91,2,1,0,112878.47,0
15593345,800,Spain,Female,42,5,87067.65,1,0,1,137057.51,0
15666460,556,Germany,Female,38,3,90672.91,2,1,0,94632.15,0
15677412,612,Germany,Male,28,10,0.0,1,0,0,130041.28,0
15712658,695,France,Male,45,0,137187.55,1,0,0,110209.42,0
15569232,675,Germany,Male,30,7,123402.12,1,1,1,72645.03,0
15733604,653,France,Male,36,9,0.0,1,1,0,185366.37,1
15806858,581,Spain,Female,37,9,139595.94,1,0,0,88818.02,0
15783222,506,Germany,Male,37,6,119631.08,1,1,0,132842.02,0
15778310,535,France,Female,51,3,139937.03,2,0,0,152021.08,0
15745843,670,Germany,Male,28,5,149530.24,2,1,0,32976.57,0
15800032,728,Germany,Male,33,9,0.0,2,1,1,154595.89,0
15746813,741,Germany,Female,35,2,115857.44,1,1,1,111202.28,1
15762471,597,Spain,Male,50,3,0.0,1,1,1,17568.9,0
15748950,683,Germany,Male,41,6,98497.4,1,1,0,179431.71,0
15685787,629,France,Female,31,1,165754.82,1,1,1,58786.18,0
15612033,749,France,Male,29,5,0.0,2,1,1,66357.82,0
15627128,511,France,Male,55,0,168283.52,1,0,0,123167.28,1
15580278,703,France,Female,34,3,81915.89,2,0,0,101395.03,0
15789458,633,Germany,Male,36,7,94549.82,1,0,0,11188.27,0
15645239,697,Germany,Male,26,9,126348.0,1,1,0,131462.85,1
15671388,509,Spain,Female,33,1,149587.14,2,1,1,175030.12,0
15678353,615,France,Male,51,6,104046.05,2,1,1,87463.96,1
15773412,662,Germany,Male,27,6,0.0,1,1,1,124488.34,0
15658483,799,France,Male,24,4,129549.94,1,1,1,8217.96,0
15600119,579,Germany,Male,32,0,0.0,1,1,0,108615.0,1
15597253,570,Germany,Male,31,8,0.0,1,0,1,192301.37,0
15637841,528,France,Female,30,9,131297.09,2,1,0,39403.66,0
15717213,529,France,Male,35,10,117142.58,2,0,0,117493.1,1
15791188,554,Germany,Male,31,10,99134.48,1,1,1,80407.68,0
15614627,611,Germany,Female,35,3,96085.28,2,0,0,6372.8,0
15764018,541,Spain,Female,39,2,121462.0,2,1,1,174046.89,0
15697376,447,Germany,Female,32,8,101489.96,1,1,1,139674.69,0
15777053,717,Spain,Male,47,1,119206.38,2,1,1,145591.47,0
15764327,570,Germany,Male,40,3,0.0,3,1,1,53037.38,0
15609601,526,Spain,Female,32,7,0.0,2,1,1,154137.39,0
15785735,709,France,Female,29,9,118619.68,1,1,0,44527.62,0
15745827,585,Spain,Female,33,2,0.0,2,0,0,110229.95,0
15800794,800,France,Female,33,6,106760.76,1,0,1,150101.09,0
15624056,711,Spain,Male,59,10,0.0,1,1,1,96268.84,0
15798678,725,France,Male,32,0,119445.98,2,1,0,97202.64,0
15794332,649,Spain,Female,44,2,0.0,2,1,1,13073.24,1
15799690,512,France,Male,29,7,132348.19,2,1,1,178708.34,1
15736401,787,Spain,Female,35,4,116204.71,1,1,0,39568.89,0
15769940,729,France,Male,45,0,112507.2,1,1,1,92583.14,1
15684621,668,Germany,Male,59,10,138793.6,1,0,1,111200.07,1
15779386,561,Germany,Male,43,4,141400.56,2,0,1,45182.08,0
15623264,720,France,Female,58,6,75796.73,2,1,0,20554.81,1
15783378,529,Germany,Male,32,3,122563.09,1,0,0,142338.62,0
15707893,653,France,Female,29,4,129117.15,2,1,1,187630.44,0
15590342,641,France,Female,38,10,0.0,2,1,0,189538.78,0
15719667,681,France,Female,36,2,132853.09,1,1,1,32775.99,0
15650608,684,France,Male,31,7,133786.83,1,1,0,62461.67,0
15815671,487,France,Male,28,7,79462.45,1,0,0,52465.62,0
15798007,692,France,Male,52,6,0.0,1,1,0,57071.94,1
15782134,532,Spain,Male,42,4,126164.36,1,1,1,149411.88,1
15608007,635,Spain,Female,35,0,171500.32,1,1,0,79434.48,0
15705616,676,France,Male,37,1,110384.21,2,1,1,184617.25,0
15761065,670,Spain,Male,57,1,155520.08,2,1,1,136722.79,0
15678041,808,France,Female,38,5,0.0,2,1,0,101292.44,0
15765175,590,France,Male,34,3,0.0,2,1,0,37470.8,0
15810249,781,France,Male,67,3,192985.15,2,1,1,107979.74,1
15717370,452,France,Male,33,2,0.0,2,1,0,58833.33,0
15664707,791,Spain,Female,26,10,135393.92,1,0,0,143631.66,0
15764865,838,France,Female,32,7,141262.12,2,1,0,55621.63,0
15761252,650,Spain,Male,46,10,125568.27,2,1,0,83771.5,0
15592881,675,France,Male,39,10,168593.18,3,1,1,85390.35,0
15714800,485,France,Female,39,9,105227.37,1,0,0,54337.87,1
15811219,752,Spain,Male,43,4,141159.64,1,1,0,36719.8,0
15639765,587,Germany,Male,38,10,61608.68,2,1,1,55626.86,1
15751899,546,Spain,Female,40,3,0.0,2,1,1,71532.34,0
15772333,556,France,Male,31,10,167720.39,2,1,0,24141.94,0
15617423,729,France,Male,38,4,145716.31,1,0,1,76445.66,0
15617856,652,France,Male,35,8,59552.18,1,1,0,49819.45,1
15758453,585,Spain,Female,38,2,103207.48,1,1,1,156070.45,0
15644747,701,Spain,Female,25,4,0.0,2,1,1,40570.88,0
15661543,697,Germany,Female,26,4,144520.05,2,1,0,4031.56,0
15736770,573,Germany,Male,41,5,103902.94,1,0,1,127565.37,1
15812248,659,Spain,Male,25,8,107647.94,1,1,1,104700.08,0
15639894,561,Germany,Male,22,9,147178.12,2,0,1,183374.5,0
15710386,686,Spain,Male,31,5,165098.38,1,0,1,42949.98,1
15607652,647,France,Male,42,6,86410.27,1,1,0,181092.87,0
15804667,591,Spain,Male,51,3,90291.15,1,0,0,54639.07,1
15719373,667,France,Male,32,3,115965.8,2,0,1,105236.29,0
15622380,655,Germany,Female,38,7,132642.91,1,0,0,192206.46,0
15617356,803,France,Male,40,5,122065.99,2,1,1,115821.78,0
15682230,571,France,Male,40,6,143778.89,1,1,1,154059.05,1
15740257,723,Spain,Male,34,3,85191.36,1,1,0,1335.61,1
15770324,780,Spain,Female,32,8,165307.31,1,1,0,3791.53,1
15699783,793,Spain,Male,23,9,0.0,1,0,0,192438.23,0
15716335,623,France,Male,55,7,0.0,1,0,1,69323.37,0
15624465,517,Germany,Male,36,3,128326.58,1,1,0,44408.26,0
15645359,720,France,Male,37,9,134026.78,1,1,0,9622.22,0
15698903,577,France,Male,32,2,0.0,2,0,0,54567.58,0
15570953,510,France,Female,37,6,64931.62,2,1,0,71743.28,0
15690312,685,France,Male,39,9,81935.76,1,1,1,45473.04,0
15693350,679,France,Male,53,6,0.0,1,1,0,32196.69,0
15636574,640,Spain,Male,42,9,0.0,1,1,0,22065.2,1
15656460,584,France,Female,36,2,111843.33,2,1,1,15325.17,0
15770482,781,Spain,Male,25,0,0.0,1,1,0,146608.87,0
15665316,683,Germany,Female,64,9,87577.37,2,1,0,171315.81,1
15672984,675,France,Male,40,3,164746.55,2,1,0,101147.86,0
15572375,767,Spain,Male,26,6,49799.86,1,1,1,146546.27,0
15596449,511,France,Male,42,4,0.0,2,0,1,101943.02,0
15697393,850,Germany,Male,58,1,84627.74,1,1,1,56123.82,1
15791195,652,France,Male,54,8,0.0,1,1,1,158226.61,0
15633938,782,France,Female,42,10,0.0,1,1,0,103881.07,0
15764864,669,Spain,Female,43,9,58365.03,1,1,0,163754.26,0
15723114,709,Spain,Male,48,5,148900.59,1,1,1,89811.77,1
15713337,742,Germany,Female,25,2,129805.59,2,1,1,188226.97,0
15641599,730,Spain,Male,32,3,148996.4,1,1,1,117833.72,0
15664917,564,France,Female,41,4,0.0,1,0,0,54114.77,0
15677469,649,Spain,Female,31,6,141565.84,1,0,0,151016.81,0
15753711,612,Germany,Male,43,7,110182.49,2,0,0,34556.57,1
15802245,668,France,Female,44,5,142096.23,1,0,0,10223.34,0
15602279,666,France,Female,26,4,119735.18,2,1,1,15207.46,0
15604703,610,Germany,Female,44,5,569.53,2,0,0,53204.66,0
15785389,615,Spain,Female,42,6,111076.06,1,1,1,119351.65,0
15695679,614,France,Male,30,6,0.0,2,1,1,197993.95,0
15568966,445,Germany,Male,26,8,121931.1,1,1,1,54552.44,0
15792287,643,Germany,Male,24,1,0.0,2,1,0,168615.21,1
15580025,621,Spain,Female,42,9,0.0,1,1,1,64180.05,0
15597729,639,Germany,Female,45,1,139898.59,1,1,0,191431.66,1
15619351,705,France,Male,51,8,133165.24,2,1,0,76235.77,0
15637546,542,France,Female,50,10,168828.98,1,1,0,139468.47,0
15641949,647,France,Male,26,4,104559.69,2,1,1,42637.57,0
15722072,718,Germany,Male,40,3,0.0,2,1,1,188463.86,1
15773085,666,France,Female,42,10,0.0,2,1,0,155872.19,0
15636163,728,France,Male,27,7,0.0,2,1,0,44393.55,0
15731554,697,Germany,Male,34,8,68416.2,2,0,0,163388.31,0
15714628,646,Germany,Male,40,1,0.0,1,1,1,163639.27,0
15728849,749,France,Male,41,0,0.0,1,1,0,83673.02,0
15702877,745,France,Female,33,5,0.0,1,0,1,27019.71,0
15612424,501,France,Female,40,9,78228.63,2,0,1,134271.62,1
15747115,680,Spain,Female,40,6,0.0,1,0,1,49535.94,0
15678323,608,Spain,Male,36,5,97075.91,1,1,1,145285.55,0
15661504,637,France,Male,29,1,140614.19,2,1,1,132297.26,0
15728035,575,France,Female,28,9,0.0,1,0,0,47735.31,0
15720383,764,France,Male,40,0,103194.08,2,0,1,62945.54,1
15577675,660,France,Female,39,6,0.0,1,1,1,71201.2,0
15767594,601,France,Male,28,8,0.0,1,1,0,100540.21,1
15605716,637,Spain,Female,33,10,74444.01,1,1,1,99036.9,0
15695705,718,France,Female,39,9,61344.56,2,1,1,94105.42,0
15586704,653,Spain,Male,47,7,164335.72,2,1,1,61209.56,0
15814382,716,Germany,Female,30,9,140916.93,1,0,0,33751.89,1
15713289,610,Spain,Female,32,2,0.0,2,1,0,158147.52,0
15649792,587,Spain,Male,39,5,0.0,1,1,1,38413.62,0
15590885,717,France,Male,31,6,113934.63,3,0,1,74247.04,0
15708387,671,Spain,Male,53,6,102514.12,1,0,1,70790.06,1
15652470,735,Spain,Female,34,4,153165.29,3,1,1,101246.39,0
15631807,682,Germany,Female,47,3,0.0,1,0,0,1373.89,0
15761469,526,Germany,Male,39,6,0.0,1,1,1,143300.66,0
15691716,616,Germany,Male,32,0,0.0,2,0,0,194288.57,0
15566250,419,Germany,Female,42,5,85693.9,2,0,1,78958.65,0
15716826,721,Spain,Male,31,6,114968.53,2,1,1,113563.04,0
15606808,751,Spain,Female,36,2,0.0,1,1,1,19852.55,0
15783827,694,France,Male,50,5,0.0,2,1,0,100138.83,1
15695332,575,Spain,Female,53,0,0.0,1,1,1,157476.43,0
15751219,536,France,Male,30,6,83562.03,3,1,0,11724.57,0
15623523,850,Germany,Female,46,4,154307.71,2,0,1,65648.55,0
15650816,672,France,Male,45,1,135816.57,1,1,0,13027.08,1
15571212,551,Germany,Male,35,2,152587.29,1,1,0,35429.0,0
15730271,814,France,Male,34,6,114746.13,1,1,1,196354.16,0
15655302,633,France,Female,33,3,0.0,2,1,1,58933.51,0
15755980,635,France,Male,43,2,103444.01,2,1,0,5369.69,1
15708131,710,France,Male,50,9,101180.32,1,0,1,150629.72,0
15808714,507,Spain,Male,34,8,0.0,1,1,1,36646.87,0
15600780,581,France,Female,33,4,108332.69,1,0,0,8163.01,0
15653610,722,Germany,Female,27,8,94370.56,1,0,1,165595.06,0
15777880,616,Spain,Male,40,4,131704.34,3,0,1,57581.04,0
15588135,681,Germany,Female,40,3,131033.15,1,1,1,64064.31,1
15687882,710,France,Male,35,7,0.0,2,1,1,189450.17,1
15802082,601,Spain,Male,35,4,0.0,2,0,0,129413.65,0
15700611,743,France,Male,31,1,0.0,2,1,1,185764.8,0
15598809,491,Spain,Female,31,7,0.0,1,0,0,162042.18,0
15758893,724,Spain,Female,33,6,75997.67,1,1,0,136062.48,1
15660625,728,Spain,Female,42,8,121131.77,2,1,1,165473.61,0
15599459,635,France,Male,56,5,0.0,2,0,0,1470.41,0
15690118,750,France,Male,32,0,0.0,2,1,1,49820.67,0
15767021,714,Spain,Female,35,8,89485.66,1,0,0,42545.53,0
15685261,708,France,Female,31,6,0.0,1,1,0,182773.1,0
15619677,796,France,Female,25,3,133592.72,1,1,1,79773.37,0
15687628,563,Spain,Female,37,0,144541.56,2,1,1,112986.28,0
15812806,714,Spain,Male,27,10,135143.04,2,1,1,41705.39,1
15785766,774,Germany,Male,39,5,101529.9,1,1,1,159001.32,0
15636792,692,France,Female,43,4,0.0,1,0,1,123839.31,1
15636063,630,France,Male,36,7,147458.76,2,1,1,7906.73,0
15795725,611,France,Female,36,10,0.0,2,1,0,159696.99,0
15772811,622,Spain,Female,58,9,0.0,2,0,0,21836.34,0
15720841,589,Spain,Female,53,3,0.0,2,1,0,135839.43,0
15725284,462,France,Female,33,9,140997.13,2,0,1,25752.59,0
15598324,564,Spain,Male,41,7,0.0,1,1,0,155977.2,0
15785494,608,Spain,Male,49,7,0.0,2,1,0,68618.17,1
15598163,521,Germany,Female,34,2,0.0,1,1,0,115805.49,1
15730958,755,Germany,Female,33,8,156909.46,1,1,0,92346.42,0
15693873,796,Germany,Male,30,9,142866.93,1,1,1,115965.02,0
15672617,642,France,Male,36,4,133665.26,2,0,1,85451.74,0
15647027,678,France,Male,45,3,113660.12,2,1,0,30491.28,0
15565757,771,France,Male,48,3,0.0,2,0,0,119125.03,1
15704665,692,Germany,Male,37,3,0.0,1,1,0,149427.63,0
15687989,442,France,Female,61,8,0.0,1,1,1,12442.97,0
15789437,838,France,Female,30,0,0.0,1,1,0,113001.05,0
15759679,601,Germany,Female,34,7,73988.34,2,1,1,73087.42,0
15702677,663,Spain,Male,29,6,0.0,1,1,0,6175.81,0
15755428,823,Spain,Male,21,6,113296.85,1,1,0,184217.19,0
15621246,623,Germany,Male,32,10,0.0,2,1,0,54558.96,1
15631364,629,France,Male,40,7,147207.22,2,0,0,150550.71,0
15574252,600,Germany,Female,27,8,57477.74,1,1,1,109114.38,0
15668353,673,Germany,Female,27,2,0.0,1,0,1,49332.44,0
15687181,737,Germany,Male,33,5,0.0,1,0,1,24155.75,0
15762692,636,Spain,Male,26,2,0.0,2,1,1,11386.85,0
15661049,700,France,Male,50,2,91437.78,1,1,0,56338.15,0
15788924,637,France,Male,44,9,93540.0,2,1,1,185011.67,0
15583016,657,France,Male,40,4,85320.03,1,0,1,44315.99,1
15640017,609,France,Male,25,4,177666.41,2,1,1,56508.15,0
15607531,660,Germany,Male,31,10,0.0,1,1,1,44342.87,0
15676191,721,France,Male,69,9,174654.44,1,1,0,181697.68,1
15735559,701,Spain,Female,37,3,118976.28,2,1,0,181731.5,0
15751896,815,Spain,Female,34,7,0.0,2,1,0,84411.06,1
15623832,608,Germany,Male,32,1,141854.29,2,1,0,27445.28,0
15577731,756,Spain,Male,24,2,0.0,1,1,1,63472.94,0
15805078,645,France,Male,34,5,0.0,1,1,0,87342.49,0
15783631,596,Spain,Female,45,9,0.0,1,1,0,136652.42,0
15783275,489,France,Male,49,5,55136.86,1,1,0,84972.65,0
15581406,743,Germany,Female,27,6,104685.22,1,0,1,103432.57,0
15700723,624,Spain,Male,31,5,139564.13,1,1,1,148766.47,1
15619088,701,Spain,Female,43,5,106975.58,2,1,1,117031.8,0
15623406,793,Spain,Male,37,0,148236.84,1,1,0,89878.8,0
